geo_id,sale_date,acutal_sale_price,sale_value,essence,sale_percentage,city,construction_year,square_meters,n_rooms,se
006490-0192-039-00,05/01/2020,"1,885,000","1,885,000",building apartment,1,kiryat ono,1960,77,4,0.48501641
006490-0192-045-00,17/04/2018,"1,650,000","1,650,000",building apartment,1,kiryat ono,1960,90,4,4.015390974
006490-0192-072-00,18/06/2019,"700,000","700,000",building apartment,0.333,kiryat ono,1960,120,4,1.457685675
006490-0193-009-00,17/09/2017,"790,000","790,000",building apartment,0.5,kiryat ono,1980,61,3,0.639356879
006490-0193-024-00,19/09/2017,"1,770,000","1,770,000",building apartment,1,kiryat ono,1960,90,4,3.801952466
006490-0193-030-00,06/06/2019,"1,770,000","1,770,000",building apartment,1,kiryat ono,1960,97,4,4.434730237
006490-0193-040-00,15/11/2017,"1,810,000","1,810,000",building apartment,1,kiryat ono,1970,76,4,3.591192055
006490-0193-044-00,22/05/2018,"800,000","800,000",building apartment,0.5,kiryat ono,1960,98,4,0.796771754
006490-0193-046-00,11/03/2020,"425,000","425,000",building apartment,0.25,kiryat ono,1960,97,4,0.835942832
006490-0193-057-00,19/06/2019,"1,865,000","1,865,000",building apartment,1,kiryat ono,1960,97,4,4.444728216
006490-0193-060-00,26/12/2019,"925,000","925,000",building apartment,0.5,kiryat ono,1960,85,4,1.158063631
006490-0193-064-00,25/03/2018,"1,715,000","1,715,000",building apartment,1,kiryat ono,1960,80,3,1.129146378
006490-0193-067-00,14/05/2017,"1,755,000","1,755,000",building apartment,1,kiryat ono,1960,97,4,2.361612901
006490-0193-072-00,01/05/2017,"2,225,000","2,225,000",building apartment,1,kiryat ono,1960,120,4,1.55693925
006490-0193-080-00,05/10/2018,"2,300,000","2,300,000",building apartment,1,kiryat ono,1960,98,5,3.972450583
006490-0193-082-00,14/01/2019,"1,066,666","1,066,666",building apartment,0.666,kiryat ono,1970,60,3,2.43797025
006490-0193-092-00,15/04/2019,"1,600,000","1,600,000",building apartment,1,kiryat ono,1960,77,3,3.247620365
006490-0193-102-00,13/08/2019,"1,725,000","1,725,000",building apartment,1,kiryat ono,1970,77,3,1.354379265
006490-0194-008-00,04/04/2017,"387,500","387,500",building apartment,0.25,kiryat ono,0,0,0,0.326362829
006490-0194-017-00,22/11/2018,"1,700,000","1,700,000",building apartment,1,kiryat ono,1970,59,3,1.584950765
006490-0194-018-00,23/09/2018,"1,660,000","1,660,000",building apartment,1,kiryat ono,1960,61,3.5,2.270130879
006490-0194-036-00,24/02/2019,"620,667","620,667",building apartment,0.333,kiryat ono,1970,100,4,0.864559853
006490-0195-016-00,08/08/2017,"815,000","815,000",building apartment,0.5,kiryat ono,1968,58,3,0.886423296
006490-0196-013-00,18/02/2018,"1,845,000","1,845,000",building apartment,1,kiryat ono,1960,101,4,3.481428235
006490-0197-003-00,29/11/2019,"516,666","516,666",building apartment,0.333,kiryat ono,1960,77,3,0.045721397
006490-0197-034-00,29/08/2019,"1,720,000","1,720,000",building apartment,0.031,kiryat ono,1960,77,3,3.227039617
006490-0198-011-00,12/08/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,1960,77,3.5,0.314059206
006490-0198-014-00,10/01/2018,"882,500","882,500",building apartment,0.5,kiryat ono,1960,102,4,1.432060238
006490-0198-021-00,12/02/2020,"925,000","925,000",building apartment,0.5,kiryat ono,1960,102,4,1.157523439
006490-0198-024-00,20/12/2018,"1,670,000","1,670,000",building apartment,1,kiryat ono,1970,77,3,2.290874667
006490-0199-008-00,03/01/2018,"1,940,000","1,940,000",building apartment,1,kiryat ono,1960,101,4,0.534209084
006490-0201-016-00,25/03/2019,"1,595,200","1,595,200",building apartment,1,kiryat ono,1960,59,3,3.833700343
006490-0201-018-00,26/12/2017,"1,600,000","1,600,000",building apartment,1,kiryat ono,1960,77,3,3.954146084
006490-0201-021-00,01/06/2017,"1,620,000","1,620,000",building apartment,1,kiryat ono,1970,61,3,1.489466114
006490-0201-032-00,23/02/2019,"1,400,000","1,400,000",building apartment,1,kiryat ono,1960,77,3,1.907187466
006490-0202-008-00,29/01/2019,"1,640,000","1,640,000",building apartment,1,kiryat ono,1970,77,3,3.342318427
006490-0202-017-00,30/05/2019,"1,600,000","1,600,000",building apartment,1,kiryat ono,1960,77,3,2.323140253
006490-0214-023-00,03/03/2019,"2,775,000","2,775,000",building apartment,1,kiryat ono,1960,105,5.5,0.120848064
006490-0214-047-00,04/05/2017,"3,400,000","3,400,000",building apartment,1,kiryat ono,2000,130,5,1.316544737
006490-0215-007-00,22/01/2020,"2,000,000","2,000,000",building apartment,1,kiryat ono,2000,125,4,1.076707051
006490-0215-028-00,16/09/2019,"2,270,000","2,270,000",building apartment,1,kiryat ono,2000,118,4,3.604516971
006490-0231-003-00,04/06/2017,"1,750,000","1,750,000",building apartment,1,kiryat ono,1960,78,4,0.270645253
006490-0231-010-00,02/10/2017,"209,375","209,375",building apartment,0.125,kiryat ono,1970,78,4,0.382103621
006490-0232-014-00,04/09/2019,"1,555,000","1,555,000",building apartment,1,kiryat ono,1950,58,3,1.522916039
006490-0234-003-00,06/05/2018,"942,500","942,500",building apartment,0.5,kiryat ono,1960,102,4,1.580208176
006490-0234-028-00,27/11/2017,"1,770,000","1,770,000",building apartment,1,kiryat ono,1960,103,4,2.864226061
006490-0235-011-00,24/01/2020,"1,720,000","1,720,000",building apartment,1,kiryat ono,1960,77,3,0.227234198
006490-0235-022-00,14/06/2017,"1,650,000","1,650,000",building apartment,1,kiryat ono,1964,58,3,3.666524286
006490-0235-026-00,09/09/2019,"1,665,000","1,665,000",building apartment,1,kiryat ono,1960,58,3,3.797248586
006490-0236-005-00,12/03/2018,"1,620,000","1,620,000",building apartment,1,kiryat ono,1960,77,3,0.475220925
006490-0236-007-00,17/05/2018,"1,620,000","1,620,000",building apartment,1,kiryat ono,1960,77,3,0.056980847
006490-0236-018-00,22/05/2018,"1,670,000","1,670,000",building apartment,1,kiryat ono,1960,77,3,2.893753907
006490-0236-026-00,05/06/2017,"1,550,000","1,550,000",building apartment,1,kiryat ono,1968,77,3,1.683389867
006490-0238-000-00,11/04/2019,"995,000","995,000",building apartment,1,kiryat ono,2015,29,1,0.760995897
006490-0238-007-00,26/12/2019,"1,075,000","1,075,000",building apartment,1,kiryat ono,2013,30,1,1.116003121
006490-0238-013-00,27/05/2017,"880,000","880,000",building apartment,1,kiryat ono,2015,23,2,2.083638657
006490-0238-017-00,12/12/2019,"1,040,000","1,040,000",building apartment,1,kiryat ono,2016,23,1,1.103779359
006490-0238-054-00,24/07/2019,"990,000","990,000",building apartment,1,kiryat ono,2011,35,1,0.384212809
006490-0241-078-00,24/12/2018,"1,690,000","1,690,000",building apartment,1,kiryat ono,1960,61,3,1.026958088
006490-0241-079-00,14/05/2017,"1,720,000","1,720,000",building apartment,1,kiryat ono,1972,73,4,0.604077766
006490-0248-023-00,14/03/2018,"1,680,000","1,680,000",building apartment,1,kiryat ono,1970,90,4,3.305895574
006490-0248-024-00,22/11/2017,"1,695,000","1,695,000",building apartment,1,kiryat ono,1970,92,4,3.222165458
006490-0249-000-00,18/09/2019,"2,335,000","2,335,000",building apartment,1,kiryat ono,2021,130,5,1.799825072
006490-0249-006-00,17/09/2017,"1,890,000","1,890,000",building apartment,1,kiryat ono,1980,114,4,2.780095516
006490-0249-010-00,15/01/2019,"2,450,000","2,450,000",building apartment,1,kiryat ono,2022,138,5,3.439518899
006490-0249-011-00,29/10/2019,"2,400,000","2,400,000",building apartment,1,kiryat ono,2021,130,5,1.553216244
006490-0249-012-00,27/08/2018,"2,370,180","2,370,180",building apartment,1,kiryat ono,2021,138,5,3.963362206
006490-0250-000-00,24/10/2018,"120,000","120,000",building apartment,1,kiryat ono,0,0,0,0.261015829
006490-0250-000-00,04/09/2019,"2,065,000","2,065,000",building apartment,1,kiryat ono,2020,99,4,3.343939118
006490-0250-000-00,24/09/2019,"3,190,000","3,190,000",building apartment,1,kiryat ono,2020,126,5,7.798617618
006490-0250-006-00,04/10/2018,"900,000","900,000",building apartment,0.5,kiryat ono,1960,60,3,0.761742022
006490-0250-006-13,18/04/2019,"3,100,000","3,100,000",building apartment,1,kiryat ono,1960,127,5,5.077284881
006490-0250-008-00,23/10/2018,"1,838,000","1,838,000",building apartment,1,kiryat ono,1960,77,3,2.098056902
006490-0250-010-00,09/08/2017,"1,740,000","1,740,000",building apartment,1,kiryat ono,2017,87,3,2.591368758
006490-0250-012-00,14/03/2019,"1,880,000","1,880,000",building apartment,1,kiryat ono,2020,74,3,2.80679676
006490-0250-014-00,16/05/2018,"2,600,000","2,600,000",building apartment,1,kiryat ono,2020,128,5,0.901176466
006490-0250-017-00,29/12/2019,"1,850,000","1,850,000",building apartment,1,kiryat ono,1960,57,3,1.766892907
006490-0250-090-10,24/10/2018,"1,849,000","1,849,000",building apartment,1,kiryat ono,2020,87,3,2.581012212
006490-0250-092-10,20/06/2017,"1,708,350","1,708,350",building apartment,1,kiryat ono,2017,74,3,2.363120024
006490-0250-092-11,10/09/2017,"2,285,000","2,285,000",building apartment,1,kiryat ono,2017,125,5,3.374863245
006490-0250-092-12,20/06/2017,"1,680,850","1,680,850",building apartment,1,kiryat ono,2017,74,3,4.301979016
006490-0250-092-14,15/08/2018,"2,400,000","2,400,000",building apartment,1,kiryat ono,2020,217,4,3.822930714
006490-0250-094-09,27/08/2017,"2,285,000","2,285,000",building apartment,1,kiryat ono,2017,124,5,0.449219148
006490-0250-094-13,29/08/2018,"3,000,000","3,000,000",building apartment,1,kiryat ono,2020,221,5,0.113104058
006490-0250-096-13,25/09/2019,"3,165,000","3,165,000",building apartment,1,kiryat ono,2020,221,5,6.16537477
006490-0250-102-10,17/07/2019,"2,456,900","2,456,900",building apartment,1,kiryat ono,2019,126,5,2.327770542
006490-0250-102-12,31/12/2017,"2,440,000","2,440,000",building apartment,1,kiryat ono,2020,126,5,1.17508861
006490-0250-102-14,18/10/2018,"2,803,000","2,803,000",building apartment,1,kiryat ono,2020,211,4,3.61242949
006490-0251-000-00,16/01/2018,"3,060,000","3,060,000",building apartment,1,kiryat ono,2020,163,5,1.918945857
006490-0251-000-14,30/06/2019,"2,999,000","2,999,000",building apartment,1,kiryat ono,2020,138,5,5.25168063
006490-0251-004-11,06/08/2017,"1,730,000","1,730,000",building apartment,1,kiryat ono,2017,74,3,1.334045865
006490-0251-010-00,26/06/2017,"2,460,850","2,460,850",building apartment,1,kiryat ono,2017,126,5,3.058978994
006490-0251-013-00,27/12/2017,"3,050,000","3,050,000",building apartment,1,kiryat ono,2020,126,5,0.613173478
006490-0251-014-00,01/01/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,1960,77,3,4.060783662
006490-0251-015-00,06/05/2018,"442,500","442,500",building apartment,0.25,kiryat ono,1970,58,3,0.233377563
006490-0251-021-00,04/02/2018,"857,500","857,500",building apartment,0.5,kiryat ono,1960,120,3,1.876359053
006490-0251-028-00,02/05/2018,"1,725,000","1,725,000",building apartment,1,kiryat ono,1960,58,3,0.737261255
006490-0251-037-00,20/06/2017,"1,720,000","1,720,000",building apartment,1,kiryat ono,1960,65,3,0.321963139
006490-0253-023-00,22/05/2017,"440,000","440,000",building apartment,0.333,kiryat ono,1950,53,3,0.482041133
006490-0253-034-00,06/12/2018,"1,600,000","1,600,000",building apartment,1,kiryat ono,1970,56,3,2.676586934
006490-0254-032-00,04/07/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,1960,65,3,3.201839913
006490-0255-007-00,22/03/2018,"1,650,000","1,650,000",building apartment,1,kiryat ono,1960,65,3,2.759782701
006490-0256-018-00,10/04/2018,"1,720,000","1,720,000",building apartment,1,kiryat ono,1960,85,3,0.427364783
006490-0256-022-00,07/11/2019,"900,000","900,000",building apartment,0.5,kiryat ono,1960,85,4,1.994566066
006490-0256-023-00,12/04/2018,"1,800,000","1,800,000",building apartment,1,kiryat ono,1970,85,3.5,2.162626045
006490-0259-009-00,24/07/2019,"1,760,000","1,760,000",building apartment,1,kiryat ono,1981,90,4,0.338900784
006490-0259-031-00,06/03/2018,"1,315,000","1,315,000",building apartment,0.5,kiryat ono,2013,152,5,0.907134465
006490-0259-032-00,04/02/2018,"1,250,000","1,250,000",building apartment,0.5,kiryat ono,2013,140,5,1.535243223
006490-0259-033-00,01/02/2018,"1,225,000","1,225,000",building apartment,0.5,kiryat ono,2013,137,5,0.859031016
006490-0259-035-00,26/10/2017,"1,250,000","1,250,000",building apartment,0.5,kiryat ono,2013,130,5,1.898073723
006490-0260-000-00,01/12/2017,"2,357,000","2,357,000",building apartment,1,kiryat ono,2017,118,4.5,0.099314712
006490-0260-005-00,02/01/2020,"1,825,000","1,825,000",building apartment,1,kiryat ono,1970,110,4,2.162390363
006490-0260-006-35,31/10/2019,"2,250,000","2,250,000",building apartment,1,kiryat ono,1980,118,6,2.379165835
006490-0260-019-00,10/09/2017,"1,620,000","1,620,000",building apartment,1,kiryat ono,1966,77,3,2.896398034
006490-0260-025-00,04/07/2017,"2,170,000","2,170,000",building apartment,1,kiryat ono,2019,111,5,5.037955978
006490-0260-026-00,14/03/2018,"1,800,000","1,800,000",building apartment,1,kiryat ono,2020,103,4,2.80164252
006490-0260-028-00,21/02/2019,"1,850,000","1,850,000",building apartment,1,kiryat ono,2020,114,5,2.056342429
006490-0260-029-00,10/10/2019,"2,217,500","2,217,500",building apartment,1,kiryat ono,2019,117,5.5,0.748198869
006490-0260-030-00,10/10/2019,"2,247,500","2,247,500",building apartment,1,kiryat ono,2019,116,5,3.704015272
006490-0260-031-00,28/05/2019,"2,150,000","2,150,000",building apartment,1,kiryat ono,2019,112,5,0.081160553
006490-0260-032-00,06/05/2018,"1,915,000","1,915,000",building apartment,1,kiryat ono,2018,103,4,0.604527012
006490-0260-034-00,09/07/2018,"1,915,000","1,915,000",building apartment,1,kiryat ono,2019,102,4,1.623931933
006490-0261-009-00,24/10/2017,"1,560,000","1,560,000",building apartment,1,kiryat ono,1970,66,3,2.935029573
006490-0261-015-00,04/02/2020,"1,535,000","1,535,000",building apartment,1,kiryat ono,1970,66,3,1.689805867
006490-0261-019-00,01/04/2019,"1,890,000","1,890,000",building apartment,1,kiryat ono,1970,72,4,3.887147597
006490-0262-002-00,02/01/2019,"1,510,000","1,510,000",building apartment,1,kiryat ono,1970,72,3,1.810317573
006490-0262-014-00,12/06/2019,"700,000","700,000",building apartment,0.5,kiryat ono,1970,72,3,0.583599698
006490-0263-010-00,29/11/2018,"633,334","633,334",building apartment,0.333,kiryat ono,1980,119,4.5,1.117214494
006490-0263-030-00,21/12/2017,"1,970,000","1,970,000",building apartment,1,kiryat ono,1980,122,4,2.245634713
006490-0264-016-00,14/08/2019,"1,800,000","1,800,000",building apartment,1,kiryat ono,1960,102,4,1.577194075
006490-0264-021-00,18/04/2019,"1,860,000","1,860,000",building apartment,1,kiryat ono,1960,102,4,1.078583121
006490-0264-036-00,02/07/2017,"1,870,000","1,870,000",building apartment,1,kiryat ono,1965,82,4,3.296855282
006490-0286-008-00,07/11/2018,"1,925,000","1,925,000",building apartment,1,kiryat ono,1960,47,3,2.904419359
006490-0286-016-00,05/11/2018,"400,000","750,000",building apartment,0.5,kiryat ono,1970,60,4,0.356166652
006490-0287-003-00,27/07/2017,"3,080,000","3,080,000",building apartment,1,kiryat ono,1961,175,6,4.709194494
006490-0294-003-00,02/01/2018,"900,000","900,000",building apartment,0.75,kiryat ono,1960,44,2,1.800885709
006490-0297-003-00,12/09/2019,"862,500","862,500",building apartment,0.5,kiryat ono,1960,55,3,0.321131255
006490-0297-031-00,03/11/2017,"300,000","300,000",building apartment,0.333,kiryat ono,1970,47,3,0.614481987
006490-0298-006-00,26/09/2019,"3,660,000","3,660,000",building apartment,1,kiryat ono,1960,171,5.5,1.175653334
006490-0301-003-00,06/11/2017,"2,750,000","2,750,000",building apartment,1,kiryat ono,1965,155,6,7.077559082
006490-0302-006-00,31/10/2018,"3,450,000","3,450,000",building apartment,1,kiryat ono,2000,131,6,3.983763066
006490-0304-005-00,14/03/2018,"3,200,000","3,200,000",building apartment,1,kiryat ono,1960,191,6,6.820151656
006490-0306-002-00,18/12/2017,"423,333","423,333",building apartment,0.333,kiryat ono,1960,50,2,0.781285517
006490-0306-037-00,12/12/2019,"1,525,000","1,525,000",building apartment,1,kiryat ono,1960,65,3,0.275058855
006490-0306-040-00,16/12/2018,"1,430,000","1,430,000",building apartment,1,kiryat ono,1960,65,3,0.513835701
006490-0373-000-00,16/01/2018,"2,710,850","2,710,850",building apartment,1,kiryat ono,2017,118,5,0.472225168
006490-0373-000-00,21/01/2018,"2,450,850","2,450,850",building apartment,1,kiryat ono,2017,118,5,2.736975485
006490-0373-000-00,28/01/2018,"2,400,850","2,400,850",building apartment,1,kiryat ono,2017,108,4,5.438767083
006490-0373-000-00,12/02/2018,"2,760,850","2,760,850",building apartment,1,kiryat ono,2017,118,5,1.602319648
006490-0373-000-00,21/02/2018,"2,290,850","2,290,850",building apartment,1,kiryat ono,2017,108,4,0.382001613
006490-0373-000-00,25/02/2018,"2,270,850","2,270,850",building apartment,1,kiryat ono,2017,108,4,2.662715732
006490-0373-000-00,17/06/2018,"2,580,803","2,580,803",building apartment,1,kiryat ono,2017,118,5,4.770518804
006490-0373-000-00,22/01/2019,"2,561,653","2,561,653",building apartment,1,kiryat ono,2017,118,5,5.38684043
006490-0373-000-00,03/04/2019,"2,770,000","2,770,000",building apartment,1,kiryat ono,2017,120,5,1.132017323
006490-0373-000-00,20/05/2019,"2,570,000","2,570,000",building apartment,1,kiryat ono,2017,120,5,2.065204048
006490-0373-000-00,30/12/2019,"2,334,850","2,334,850",building apartment,1,kiryat ono,2017,109,4,4.605899465
006490-0373-000-71,12/03/2019,"2,650,000","2,650,000",building apartment,1,kiryat ono,2017,120,5,3.631361644
006490-0373-009-00,20/05/2019,"1,660,803","1,660,803",building apartment,1,kiryat ono,2017,75,3,0.118424095
006490-0373-010-57,08/01/2018,"2,350,850","2,350,850",building apartment,1,kiryat ono,2017,108,4,2.772977266
006490-0373-017-00,18/01/2018,"2,349,850","2,349,850",building apartment,1,kiryat ono,2017,118,5,4.98065296
006490-0373-020-00,13/08/2017,"2,405,850","2,405,850",building apartment,1,kiryat ono,2017,120,5,1.144083927
006490-0373-024-00,21/04/2017,"2,170,850","2,170,850",building apartment,1,kiryat ono,0,0,0,5.589899109
006490-0373-024-00,04/03/2020,"2,585,850","2,585,850",building apartment,1,kiryat ono,2017,120,5,5.411152764
006490-0373-028-00,25/06/2017,"2,175,850","2,175,850",building apartment,1,kiryat ono,2017,100,4,3.435326611
006490-0373-029-00,01/01/2018,"2,380,850","2,380,850",building apartment,1,kiryat ono,2017,118,5,6.117228714
006490-0373-029-00,01/01/2018,"2,380,850","2,380,850",building apartment,1,kiryat ono,2017,118,5,0.402124827
006490-0373-035-00,26/04/2018,"2,483,850","2,483,850",building apartment,1,kiryat ono,2017,118,5,2.78848959
006490-0373-037-00,06/03/2018,"2,480,850","2,480,850",building apartment,1,kiryat ono,2017,118,5,3.553285706
006490-0373-043-00,04/03/2019,"2,643,000","2,643,000",building apartment,1,kiryat ono,2017,120,5,5.060708344
006490-0373-043-00,10/10/2019,"2,673,000","2,673,000",building apartment,1,kiryat ono,2017,120,5,1.750593083
006490-0373-045-00,07/12/2017,"2,460,850","2,460,850",building apartment,1,kiryat ono,2017,118,5,2.30475507
006490-0373-045-00,25/11/2018,"2,614,313","2,614,313",building apartment,1,kiryat ono,2017,118,5,3.597101325
006490-0373-048-00,28/12/2017,"2,842,850","2,842,850",building apartment,1,kiryat ono,2017,134,6,1.668728628
006490-0373-049-00,12/02/2018,"2,510,850","2,510,850",building apartment,1,kiryat ono,2017,118,5,1.514808031
006490-0373-049-00,25/02/2018,"2,555,850","2,555,850",building apartment,1,kiryat ono,2017,118,5,0.37279805
006490-0373-051-00,16/01/2018,"2,285,850","2,285,850",building apartment,1,kiryat ono,2017,108,4,4.519413967
006490-0373-052-00,16/01/2018,"2,275,850","2,275,850",building apartment,1,kiryat ono,2017,108,4,2.779696812
006490-0373-052-00,13/11/2018,"2,477,803","2,477,803",building apartment,1,kiryat ono,2017,118,5,4.129119785
006490-0373-052-00,12/05/2019,"2,563,000","2,563,000",building apartment,1,kiryat ono,2017,120,5,0.14386486
006490-0373-053-00,11/03/2018,"2,455,850","2,455,850",building apartment,1,kiryat ono,2017,118,5,1.191999514
006490-0373-054-00,29/05/2017,"2,580,850","2,580,850",building apartment,1,kiryat ono,2019,125,5,2.550749607
006490-0373-055-00,08/02/2018,"2,636,380","2,636,380",building apartment,1,kiryat ono,2017,118,5,1.219187589
006490-0373-055-00,05/09/2018,"2,729,803","2,729,803",building apartment,1,kiryat ono,2017,118,5,5.904208381
006490-0373-057-00,13/02/2018,"2,525,850","2,525,850",building apartment,1,kiryat ono,2017,118,5,0.497535447
006490-0373-058-00,05/09/2018,"2,662,303","2,662,303",building apartment,1,kiryat ono,2017,118,5,4.21086595
006490-0373-059-00,19/03/2018,"2,495,850","2,495,850",building apartment,1,kiryat ono,2017,118,5,5.580573031
006490-0373-060-00,15/11/2018,"2,360,803","2,360,803",building apartment,1,kiryat ono,2017,108,4,4.567230629
006490-0373-060-00,30/07/2019,"2,670,000","2,670,000",building apartment,1,kiryat ono,2017,120,5,0.86454262
006490-0373-061-00,06/03/2018,"2,570,850","2,570,850",building apartment,1,kiryat ono,2017,118,5,5.626430595
006490-0373-062-00,15/01/2018,"2,410,850","2,410,850",building apartment,1,kiryat ono,2017,108,4,4.587280506
006490-0373-062-00,05/09/2018,"2,740,803","2,740,803",building apartment,1,kiryat ono,2017,118,5,0.114758025
006490-0373-062-00,31/03/2019,"2,415,217","2,415,217",building apartment,1,kiryat ono,2017,106,4,6.079230294
006490-0373-063-00,13/02/2018,"2,610,850","2,610,850",building apartment,1,kiryat ono,2017,118,5,5.298908294
006490-0373-063-00,06/05/2018,"2,552,803","2,552,803",building apartment,1,kiryat ono,2017,118,5,5.853057603
006490-0373-064-00,19/03/2018,"2,470,850","2,470,850",building apartment,1,kiryat ono,2017,118,5,1.14753721
006490-0373-064-00,18/06/2018,"2,362,803","2,362,803",building apartment,1,kiryat ono,2017,108,4,2.336623613
006490-0373-064-00,30/06/2019,"2,453,000","2,453,000",building apartment,1,kiryat ono,2017,111,4,6.2143288
006490-0373-065-00,11/03/2018,"2,510,850","2,510,850",building apartment,1,kiryat ono,2017,118,5,0.024695904
006490-0373-066-00,20/11/2017,"2,283,550","2,283,550",building apartment,1,kiryat ono,2019,100,4,3.520299515
006490-0373-066-00,15/01/2018,"2,250,850","2,250,850",building apartment,1,kiryat ono,2017,108,4,5.588387907
006490-0373-067-00,07/01/2018,"2,250,850","2,250,850",building apartment,1,kiryat ono,2017,108,4,0.472657164
006490-0373-067-00,31/12/2019,"2,810,850","2,810,850",building apartment,1,kiryat ono,2017,120,5,4.52374449
006490-0373-068-00,21/01/2018,"2,347,250","2,347,250",building apartment,1,kiryat ono,2017,108,4,4.27989823
006490-0373-068-00,17/05/2018,"2,480,803","2,480,803",building apartment,1,kiryat ono,2017,118,5,6.303754851
006490-0373-069-00,25/02/2018,"2,530,850","2,530,850",building apartment,1,kiryat ono,2017,118,5,0.40153303
006490-0373-069-00,26/03/2018,"2,660,850","2,660,850",building apartment,1,kiryat ono,2017,118,5,4.732826488
006490-0373-069-00,23/12/2019,"2,490,850","2,490,850",building apartment,1,kiryat ono,2017,113,4,2.179140058
006490-0373-070-00,08/10/2018,"2,460,803","2,460,803",building apartment,1,kiryat ono,2017,108,4,3.980495881
006490-0373-070-00,26/06/2019,"2,480,000","2,480,000",building apartment,1,kiryat ono,2017,111,4,4.379354321
006490-0373-070-00,27/01/2020,"2,811,722","2,811,722",building apartment,1,kiryat ono,2017,120,5,1.908736344
006490-0373-071-00,06/02/2018,"2,700,850","2,700,850",building apartment,1,kiryat ono,2017,118,5,0.153265759
006490-0373-072-00,16/01/2018,"2,279,850","2,279,850",building apartment,1,kiryat ono,2017,108,4,1.407583553
006490-0373-073-00,20/03/2018,"2,775,850","2,775,850",building apartment,1,kiryat ono,2017,118,5,3.856956066
006490-0373-074-00,20/03/2018,"2,530,850","2,530,850",building apartment,1,kiryat ono,2017,108,4,4.118184248
006490-0373-074-00,27/06/2019,"2,780,000","2,780,000",building apartment,1,kiryat ono,2017,120,5,7.158448733
006490-0373-075-00,05/09/2018,"2,807,303","2,807,303",building apartment,1,kiryat ono,2017,118,5,6.094932951
006490-0373-076-00,29/07/2019,"2,510,000","2,510,000",building apartment,1,kiryat ono,2017,106,4,1.36980847
006490-0373-076-00,01/09/2019,"2,451,653","2,451,653",building apartment,1,kiryat ono,2017,106,4,3.397404546
006490-0373-076-00,25/09/2019,"2,760,850","2,760,850",building apartment,1,kiryat ono,2017,120,5,5.933953682
006490-0373-077-00,21/08/2018,"2,865,803","2,865,803",building apartment,1,kiryat ono,2017,118,5,6.615808475
006490-0373-079-00,26/02/2019,"2,800,000","2,800,000",building apartment,1,kiryat ono,2017,120,5,5.79712269
006490-0373-079-00,23/06/2019,"2,967,000","2,967,000",building apartment,1,kiryat ono,2017,120,5,3.887011289
006490-0373-080-00,03/06/2018,"2,680,803","2,680,803",building apartment,1,kiryat ono,2017,108,4,4.938388003
006490-0373-081-00,27/06/2018,"2,810,803","2,810,803",building apartment,1,kiryat ono,2017,118,5,4.410184956
006490-0373-081-00,08/11/2018,"2,576,803","2,576,803",building apartment,1,kiryat ono,2017,108,4,0.117611469
006490-0373-082-00,10/10/2019,"2,491,722","2,491,722",building apartment,1,kiryat ono,2017,106,4,0.030696435
006490-0373-083-00,24/07/2019,"2,894,803","2,894,803",building apartment,1,kiryat ono,2017,120,5,6.814460825
006490-0373-083-00,13/01/2020,"2,885,850","2,885,850",building apartment,1,kiryat ono,2017,120,5,1.843743267
006490-0373-085-00,28/01/2018,"4,460,850","4,460,850",building apartment,1,kiryat ono,2017,108,6,7.311796495
006490-0373-087-00,08/11/2018,"4,460,803","4,460,803",building apartment,1,kiryat ono,2017,160,5,7.020033528
006490-0373-089-00,12/03/2020,"4,211,722","4,211,722",building apartment,1,kiryat ono,2017,163,5,0.628380149
006490-0390-000-00,31/08/2017,"1,570,000","1,570,000",building apartment,1,kiryat ono,2006,56,2,3.459098684
006490-0390-000-00,17/01/2019,"1,700,000","1,700,000",building apartment,1,kiryat ono,2006,54,2,3.159901728
006490-0390-000-00,07/02/2019,"1,800,000","1,800,000",building apartment,1,kiryat ono,2005,80,3,1.021319657
006490-0390-213-00,26/12/2018,"1,650,000","1,650,000",building apartment,1,kiryat ono,2013,79,2,4.138100175
006490-0391-000-00,06/09/2018,"1,960,000","1,960,000",building apartment,1,kiryat ono,2012,87,3,1.186200149
006490-0391-011-00,25/11/2019,"2,450,000","2,450,000",building apartment,1,kiryat ono,2010,132,4,6.235316928
006490-0394-009-00,22/04/2018,"1,250,000","1,250,000",building apartment,1,kiryat ono,1980,44,2,2.642606827
006490-0451-000-00,26/11/2019,"1,350,000","1,350,000",building apartment,0.5,kiryat ono,2007,122,5,1.802127045
006490-0451-000-00,31/10/2018,"2,300,000","2,300,000",building apartment,1,kiryat ono,2007,120,4,2.506383897
006490-0451-023-00,07/07/2017,"2,290,000","2,290,000",building apartment,1,kiryat ono,1998,107,4,4.724177442
006490-0454-010-00,15/04/2018,"3,100,000","3,100,000",building apartment,1,kiryat ono,2017,125,5,2.152963526
006490-0454-011-00,18/02/2018,"2,920,000","2,920,000",building apartment,1,kiryat ono,2017,130,5,2.499643609
006490-0454-015-00,03/05/2017,"3,000,000","3,000,000",building apartment,1,kiryat ono,2017,130,5,2.260803744
006490-0454-017-00,29/05/2017,"3,050,000","3,050,000",building apartment,1,kiryat ono,2017,120,5,0.451427772
